index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit,income_quintile
225,M,Y,N,1,180000,Working,Secondary / secondary special,Married,House / apartment,31,149,1,0,0,0,,3,12,1,2
226,F,Y,Y,2,315000,Commercial associate,Higher education,Married,With parents,34,44,1,0,0,0,Managers,4,50,2,1
227,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,53,108,1,0,0,0,,2,49,1,2
228,M,N,Y,0,292500,Commercial associate,Higher education,Single / not married,Rented apartment,27,40,1,0,1,0,Sales staff,1,7,0,1
229,F,N,Y,0,90000,Pensioner,Higher education,Married,House / apartment,58,12174,1,0,0,0,,2,51,2,4
230,F,N,N,0,103500,Working,Secondary / secondary special,Married,House / apartment,48,368,1,1,0,0,Medicine staff,2,37,2,4
231,F,Y,N,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,62,12174,1,0,1,0,,2,19,2,4
232,F,Y,Y,0,225000,Working,Higher education,Civil marriage,House / apartment,30,16,1,0,0,0,Sales staff,2,17,0,1
233,M,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,44,255,1,0,0,0,,2,27,1,4
234,M,Y,Y,0,450000,Commercial associate,Secondary / secondary special,Married,House / apartment,50,30,1,0,1,1,Drivers,2,59,1,1
235,M,N,Y,0,247500,Commercial associate,Higher education,Civil marriage,House / apartment,43,13,1,0,0,0,Core staff,2,11,1,1
236,M,Y,N,0,247500,Commercial associate,Secondary / secondary special,Married,House / apartment,47,44,1,0,0,0,Drivers,2,20,1,1
237,F,N,N,0,112500,State servant,Secondary / secondary special,Married,House / apartment,38,221,1,1,1,0,,2,27,2,4
238,M,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,42,5,1,1,0,0,Laborers,2,29,2,1
239,F,Y,Y,1,270000,Working,Higher education,Separated,House / apartment,38,4,1,0,1,1,Sales staff,2,37,2,1
240,M,Y,N,0,382500,State servant,Higher education,Married,Office apartment,32,139,1,0,0,0,,2,3,1,1
241,M,N,N,2,202500,Working,Secondary / secondary special,Married,House / apartment,34,104,1,0,1,0,Laborers,4,18,1,2
242,F,N,N,2,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,37,45,1,1,0,0,Accountants,4,6,2,2
243,F,N,Y,0,112500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,43,25,1,0,0,0,Sales staff,1,13,2,4
244,M,N,N,1,99000,Working,Secondary / secondary special,Single / not married,House / apartment,48,174,1,0,0,0,Laborers,2,1,1,4
245,F,Y,Y,1,157500,State servant,Secondary / secondary special,Married,House / apartment,37,112,1,0,0,0,Laborers,3,23,0,2
246,F,Y,Y,0,202500,Working,Higher education,Married,House / apartment,55,250,1,0,0,0,Accountants,2,43,1,2
247,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,50,100,1,0,0,1,Cleaning staff,2,28,2,4
248,M,Y,Y,2,157500,Commercial associate,Higher education,Married,With parents,38,20,1,0,0,0,Drivers,4,47,2,2
249,M,N,N,0,180000,Working,Higher education,Married,House / apartment,41,35,1,0,0,0,Core staff,2,43,1,2
250,M,N,Y,1,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,34,75,1,0,0,0,High skill tech staff,3,11,1,2
251,F,N,N,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,56,12174,1,0,1,0,,2,14,2,2
252,F,Y,N,1,90000,Working,Incomplete higher,Married,Rented apartment,33,116,1,0,0,0,Laborers,3,6,1,4
253,F,N,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,54,227,1,1,1,0,Core staff,1,22,2,1
254,F,Y,Y,0,126000,Commercial associate,Secondary / secondary special,Married,House / apartment,28,24,1,0,0,0,Core staff,2,32,2,3
255,F,N,Y,1,180000,State servant,Higher education,Married,House / apartment,30,116,1,0,0,1,High skill tech staff,3,5,1,2
256,F,N,Y,2,360000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,37,118,1,0,0,0,Sales staff,3,25,2,1
257,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,65,12174,1,0,0,0,,1,17,1,2
258,F,N,Y,0,315000,Working,Secondary / secondary special,Separated,House / apartment,41,109,1,0,0,0,Laborers,1,18,0,1
259,F,Y,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,39,153,1,0,0,0,Laborers,3,46,2,1
260,F,N,Y,1,180000,Working,Higher education,Civil marriage,House / apartment,37,62,1,0,0,0,Sales staff,3,41,1,2
261,F,N,Y,2,180000,Working,Secondary / secondary special,Married,House / apartment,36,219,1,1,0,0,Core staff,4,18,2,2
262,M,N,N,0,180000,Commercial associate,Incomplete higher,Married,House / apartment,30,77,1,0,0,0,,2,46,2,2
263,F,N,N,1,180000,Working,Incomplete higher,Married,With parents,27,88,1,0,0,0,,3,38,2,2
264,F,N,N,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,62,12174,1,0,0,0,,2,33,2,4
265,F,N,N,0,67500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,25,44,1,0,0,0,,2,10,0,4
266,F,N,Y,0,238500,Working,Higher education,Married,House / apartment,56,99,1,1,1,0,Sales staff,2,12,2,1
267,F,Y,Y,0,202500,Pensioner,Higher education,Widow,House / apartment,58,12174,1,0,0,1,,1,39,2,2
268,F,N,Y,0,630000,Working,Higher education,Separated,House / apartment,60,51,1,1,1,0,Accountants,1,41,2,1
269,F,N,Y,0,405000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,36,65,1,0,0,0,Sales staff,1,25,2,1
270,M,Y,N,2,135000,Working,Higher education,Married,House / apartment,34,54,1,0,0,0,Core staff,4,42,0,3
271,F,Y,N,0,112500,Working,Higher education,Married,With parents,28,59,1,1,1,0,Core staff,2,11,2,4
272,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,62,12174,1,0,0,0,,2,13,2,4
273,M,Y,N,2,135000,Working,Secondary / secondary special,Married,With parents,45,18,1,0,0,0,,4,23,2,3
274,M,Y,Y,0,184500,State servant,Higher education,Married,House / apartment,38,5,1,0,0,0,Managers,2,60,2,2
275,M,Y,N,1,337500,State servant,Higher education,Married,House / apartment,35,119,1,0,0,0,,3,2,1,1
276,F,N,N,0,67500,Pensioner,Secondary / secondary special,Separated,House / apartment,58,12174,1,0,0,0,,1,8,2,4
277,M,N,Y,1,90000,Commercial associate,Secondary / secondary special,Married,With parents,22,4,1,0,0,0,Laborers,3,20,0,4
278,F,N,Y,0,180000,Working,Higher education,Married,House / apartment,38,234,1,1,0,0,Core staff,2,0,1,2
279,M,Y,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,54,12174,1,0,0,0,,2,35,1,4
280,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,61,89,1,0,1,0,Cooking staff,2,44,1,4
281,F,N,Y,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,66,12174,1,0,1,0,,2,9,2,4
282,M,N,N,0,90000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,56,12174,1,0,0,0,,1,5,2,4
283,M,Y,Y,0,252000,Commercial associate,Higher education,Married,House / apartment,37,89,1,0,0,0,Drivers,2,33,2,1
284,M,Y,Y,0,180000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,63,12174,1,0,1,0,,2,22,2,2
285,F,N,Y,0,112500,Working,Secondary / secondary special,Widow,House / apartment,46,136,1,1,0,0,Laborers,1,3,0,4
286,M,N,Y,1,562500,Working,Incomplete higher,Married,House / apartment,37,187,1,1,1,0,,3,35,2,1
287,F,N,N,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,49,28,1,0,0,0,,2,16,2,4
288,F,N,Y,0,270000,Working,Secondary / secondary special,Single / not married,House / apartment,35,30,1,0,0,0,Core staff,1,53,2,1
289,M,N,N,3,90000,State servant,Secondary / secondary special,Married,House / apartment,39,24,1,0,0,1,,5,5,2,4
290,F,N,N,2,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,34,151,1,1,1,0,Laborers,4,16,2,3
291,F,N,N,0,157500,State servant,Higher education,Married,House / apartment,31,26,1,1,1,0,Core staff,2,23,2,2
292,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,38,71,1,0,1,0,,2,31,0,3
293,F,Y,Y,0,301500,Pensioner,Higher education,Married,House / apartment,57,12174,1,0,1,0,,2,7,2,1
294,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,28,38,1,0,0,0,Laborers,2,20,1,1
295,F,N,N,0,135000,State servant,Higher education,Separated,With parents,53,66,1,1,0,0,IT staff,1,42,2,3
296,M,Y,N,0,247500,Working,Incomplete higher,Separated,House / apartment,28,51,1,1,1,0,Managers,1,9,2,1
297,F,N,N,0,270000,Working,Secondary / secondary special,Civil marriage,Office apartment,25,28,1,1,1,0,Sales staff,2,25,2,1
298,M,Y,Y,0,315000,Working,Higher education,Married,House / apartment,23,40,1,0,0,0,Sales staff,2,3,1,1
299,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,32,69,1,0,0,1,Laborers,2,54,2,3
300,M,Y,N,2,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,42,95,1,0,1,0,Laborers,4,48,2,1
301,M,N,N,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,38,52,1,1,1,0,Laborers,2,17,1,2
302,F,Y,Y,0,256500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,50,23,1,0,0,0,Core staff,1,21,1,1
303,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,35,33,1,0,0,0,High skill tech staff,2,23,2,2
304,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,51,12174,1,0,1,0,,2,5,0,4
305,F,N,N,2,382500,State servant,Secondary / secondary special,Married,House / apartment,51,160,1,0,0,0,Security staff,4,33,0,1
306,F,N,Y,0,112500,Working,Secondary / secondary special,Married,Municipal apartment,56,122,1,0,0,0,,2,33,1,4
307,M,Y,Y,2,450000,Commercial associate,Higher education,Married,House / apartment,48,143,1,1,1,0,Managers,4,25,2,1
308,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,47,99,1,0,0,0,Sales staff,2,9,1,2
309,F,N,N,0,247500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,44,163,1,1,1,0,Laborers,2,55,2,1
310,F,Y,Y,0,315000,Commercial associate,Higher education,Married,House / apartment,35,120,1,0,0,0,Managers,2,39,2,1
311,M,N,Y,0,229500,Working,Secondary / secondary special,Single / not married,House / apartment,45,43,1,1,1,0,Drivers,1,19,1,1
312,F,N,Y,0,148500,Working,Higher education,Married,House / apartment,48,29,1,0,0,0,Core staff,2,20,2,3
313,F,N,Y,0,135000,State servant,Higher education,Married,House / apartment,51,289,1,0,1,0,Core staff,2,20,1,3
314,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,46,183,1,0,1,0,,2,3,1,3
315,F,N,N,0,166500,Working,Higher education,Married,House / apartment,58,133,1,0,0,0,Core staff,2,14,2,2
316,F,Y,Y,0,463500,Working,Higher education,Married,House / apartment,57,136,1,1,1,0,Managers,2,34,0,1
317,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,63,12174,1,0,0,0,,2,14,2,4
318,F,N,Y,0,157500,State servant,Secondary / secondary special,Widow,House / apartment,62,68,1,0,1,0,Drivers,1,7,1,2
319,F,N,N,1,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,34,13,1,0,0,0,Accountants,3,21,2,1
320,F,Y,N,2,135000,Working,Higher education,Civil marriage,Municipal apartment,30,42,1,1,1,0,Sales staff,4,41,1,3
321,M,Y,N,4,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,41,85,1,0,0,0,Security staff,6,30,2,2
322,M,N,Y,1,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,44,33,1,0,0,0,Drivers,3,15,2,2
323,M,Y,Y,1,405000,Commercial associate,Secondary / secondary special,Married,House / apartment,45,24,1,0,0,0,,3,22,2,1
324,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,51,106,1,0,1,0,Low-skill Laborers,2,7,1,3
325,M,Y,Y,0,225000,Working,Higher education,Single / not married,With parents,25,22,1,1,1,0,,1,21,2,1
326,F,Y,N,0,225000,Working,Secondary / secondary special,Widow,House / apartment,39,13,1,0,0,0,Sales staff,1,1,0,1
327,F,N,N,0,126000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,37,212,1,1,1,0,Sales staff,2,45,2,3
328,M,Y,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,39,54,1,0,1,0,Laborers,3,22,2,1
329,F,N,Y,0,90000,State servant,Secondary / secondary special,Separated,House / apartment,39,10,1,0,0,0,,1,14,2,4
330,F,N,N,0,270000,State servant,Secondary / secondary special,Separated,House / apartment,53,411,1,0,1,1,Medicine staff,1,18,2,1
331,M,Y,N,0,157500,Working,Higher education,Married,House / apartment,42,20,1,0,0,0,,2,37,2,2
332,F,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,48,359,1,0,0,0,Medicine staff,2,16,1,2
333,M,Y,Y,0,184500,State servant,Higher education,Married,House / apartment,38,5,1,0,0,0,Managers,2,0,1,2
334,F,N,N,1,270000,Working,Secondary / secondary special,Separated,House / apartment,45,33,1,0,0,0,Core staff,2,60,2,1
335,F,N,Y,0,99000,State servant,Higher education,Married,House / apartment,50,276,1,1,1,0,Laborers,2,39,2,4
336,F,Y,Y,0,432000,Commercial associate,Incomplete higher,Married,House / apartment,34,40,1,0,1,1,Managers,2,31,0,1
337,M,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,52,111,1,1,1,0,Security staff,2,11,0,2
338,F,N,Y,0,247500,Pensioner,Secondary / secondary special,Married,House / apartment,63,12174,1,0,0,0,,2,28,2,1
339,F,N,Y,2,180000,Working,Secondary / secondary special,Married,House / apartment,35,5,1,0,1,0,Laborers,4,37,2,2
340,F,Y,Y,0,117000,Working,Secondary / secondary special,Married,House / apartment,46,66,1,0,0,0,Sales staff,2,20,2,4
341,F,Y,Y,2,121500,Working,Incomplete higher,Married,House / apartment,31,3,1,1,1,0,Core staff,4,26,2,3
342,F,Y,Y,4,112500,Working,Higher education,Married,House / apartment,37,65,1,0,0,0,Core staff,6,12,0,4
343,F,Y,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,59,12174,1,0,0,0,,2,36,2,4
344,F,Y,Y,0,99000,Working,Secondary / secondary special,Married,House / apartment,57,76,1,0,0,0,,2,33,2,4
345,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Married,House / apartment,48,12174,1,0,0,0,,2,2,1,2
346,M,N,N,0,225000,Working,Higher education,Single / not married,House / apartment,27,59,1,1,0,0,,1,40,2,1
347,F,N,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,39,52,1,0,1,0,Laborers,3,6,1,3
348,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,25,50,1,0,0,0,Laborers,2,34,2,2
349,M,N,N,0,135000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,53,25,1,0,1,0,Drivers,2,11,2,3
350,F,N,Y,0,787500,State servant,Higher education,Married,House / apartment,47,47,1,0,0,1,Managers,2,1,1,1
351,F,N,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,49,337,1,0,0,0,High skill tech staff,2,34,2,1
352,F,N,Y,0,81000,Commercial associate,Secondary / secondary special,Married,House / apartment,49,13,1,0,0,0,Cooking staff,2,16,2,4
353,F,N,N,0,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,28,65,1,1,0,0,Medicine staff,2,4,2,2
354,M,Y,Y,0,247500,Working,Secondary / secondary special,Married,House / apartment,30,119,1,1,0,0,Laborers,2,44,2,1
355,F,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,With parents,26,39,1,0,0,0,Core staff,1,24,2,1
356,M,N,Y,0,234000,Working,Secondary / secondary special,Married,Rented apartment,41,46,1,1,0,0,Laborers,2,7,2,1
357,M,Y,Y,0,225000,Pensioner,Higher education,Married,House / apartment,66,12174,1,0,0,0,,2,31,1,1
358,M,Y,Y,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,62,12174,1,0,1,0,,2,33,2,4
359,F,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,27,105,1,1,1,0,Laborers,3,48,1,3
360,F,N,Y,0,126000,Commercial associate,Higher education,Separated,House / apartment,44,100,1,0,0,0,Managers,1,12,2,3
361,M,Y,Y,2,225000,Working,Secondary / secondary special,Married,Rented apartment,35,182,1,0,0,0,,4,6,1,1
362,F,N,N,0,180000,Pensioner,Secondary / secondary special,Widow,House / apartment,63,12174,1,0,0,0,,1,9,0,2
363,M,Y,N,0,306000,Working,Higher education,Married,House / apartment,35,95,1,1,0,0,Accountants,2,17,1,1
364,F,N,N,0,67500,Pensioner,Secondary / secondary special,Widow,House / apartment,62,12174,1,0,0,0,,1,6,2,4
365,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,60,12174,1,0,1,0,,2,2,1,4
366,F,N,Y,0,112500,State servant,Secondary / secondary special,Married,House / apartment,39,149,1,1,0,1,,2,33,2,4
367,M,Y,Y,0,247500,Working,Secondary / secondary special,Married,House / apartment,39,245,1,1,0,0,Laborers,2,24,2,1
368,F,N,Y,0,108000,Working,Secondary / secondary special,Separated,House / apartment,44,59,1,0,0,0,Laborers,1,55,2,4
369,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,49,128,1,0,0,0,Laborers,2,34,2,3
370,F,Y,Y,1,279000,Working,Higher education,Civil marriage,House / apartment,44,124,1,1,1,0,Managers,3,33,2,1
371,F,N,N,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,53,26,1,0,0,0,High skill tech staff,2,27,2,4
372,M,Y,Y,0,405000,Commercial associate,Secondary / secondary special,Married,House / apartment,57,36,1,0,0,1,Managers,2,25,1,1
373,F,Y,Y,1,450000,Commercial associate,Secondary / secondary special,Married,House / apartment,47,17,1,0,1,1,Core staff,3,49,2,1
374,M,Y,Y,1,900000,Commercial associate,Higher education,Civil marriage,House / apartment,46,84,1,0,0,0,High skill tech staff,3,26,2,1
375,F,N,Y,0,270000,Pensioner,Higher education,Married,House / apartment,57,12174,1,0,0,0,,2,22,2,1
376,M,Y,Y,1,148500,Working,Secondary / secondary special,Married,House / apartment,40,172,1,0,0,0,Laborers,3,14,2,3
377,F,N,Y,2,90000,Working,Higher education,Married,House / apartment,34,19,1,0,0,0,,4,37,1,4
378,M,Y,N,0,270000,Commercial associate,Higher education,Separated,House / apartment,31,78,1,0,1,0,,1,20,2,1
379,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,40,55,1,1,0,0,,2,27,2,4
380,F,Y,N,0,135000,Commercial associate,Higher education,Married,House / apartment,54,409,1,0,0,0,Core staff,2,7,2,3
381,F,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,52,247,1,0,0,0,Managers,2,7,1,2
382,M,Y,N,2,378000,Commercial associate,Higher education,Married,House / apartment,29,41,1,0,0,1,Security staff,4,22,2,1
